PRN No.,DSA(CSE2001) CAT1 (50),DSA(CSE2001) CAT2 (50),DSA(CSE2001) FAT (60),DSA(CSE2001)Grade,DMS(MAT1003) CAT1 (50),DMS(MAT1003)CAT2 (50),DMS(MAT1003)FAT (60),FEEE(ECE1002)CAT1 (50),FEEE(ECE1002) CAT2 (50),FEEE(ECE1002) FAT (60),FEEE(ECE1002) Lab (40),FEEE(ECE1002) Total (200),FEEE(ECE1002)Grade,ED(MEC1004) CAT1 (50),ED(MEC1004)CAT2 (50),ED(MEC1004)FAT (60),ED(MEC1004)Lab (40),ED(MEC1004) Total (200),CG(CSE2006) CAT1 (50),CG(CSE2006)CAT2 (50),CG(CSE2006)FAT (60),CG(CSE2006) Total (160),CG(CSE2006) Grade,FSM(MGT1020)FAT (60),FSM(MGT1020) Lab (40),FSM(MGT1020)Grade,DAA(CSE3004) CAT1 (50),DAA(CSE3004)  CAT2 (50),DAA(CSE3004) FAT (60),DAA(CSE3004) Grade,LSM(MGT1002) CAT1 (50),LSM(MGT1002) CAT2 (50),LSM(MGT1002) FAT (60),LSM(MGT1002) Grade,ADDA(MAT1002) CAT1 (50),ADDA(MAT1002) CAT2 (50),ADDA(MAT1002) FAT (60),ADDA(MAT1002) Lab (40),ADDA(MAT1002) Total (200),CSDF(CSE2011) CAT1 (50),CSDF(CSE2011) CAT2 (50),CSDF(CSE2011) FAT (60),CSDF(CSE2011) Lab (40),CSDF(CSE2011) Total (200),CN(CSE3003) CAT1 (50),CN(CSE3003) CAT2 (50),CN(CSE3003) FAT (60),CN(CSE3003) Total (160),CN(CSE3003) Grade,OOP(CSE2005) FAT (60),OOP(CSE2005) Lab (40),OOP(CSE2005) Grade,OS(CSE2008) CAT1 (50),OS(CSE2008) CAT2 (50),OS(CSE2008) FAT (60),OS(CSE2008) Lab (40),OS(CSE2008) Total (200),OS(CSE2008) Grade,SE(CSE1005) CAT1 (50),SE(CSE1005) CAT2 (50),SE(CSE1005) FAT (60),SE(CSE1005) Grade,DBMS(CSE2007) CAT1 (50),DBMS(CSE2007) CAT2 (50),DBMS(CSE2007) FAT (60),DBMS(CSE2007) Lab (40),DBMS(CSE2007) Total (200),DBMS(CSE2007) Grade,TBL(MGT1027) FAT (60),TBL(MGT1027) Lab (40),TBL(MGT1027) Grade,WT(CSE4004) CAT1 (50),WT(CSE4004) CAT2 (50),WT(CSE4004) Total (160),WT(CSE4004) Grade,CP(CSE3032) CAT1 (50),CP(CSE3032) CAT2 (50),CP(CSE3032) FAT (60),CP(CSE3032) Grade,OT(MAT2003) CAT1 (50),OT(MAT2003) CAT2 (50),OT(MAT2003) FAT (60),OT(MAT2003) Total (160),OT(MAT2003) Grade,NP(CSE3011) CAT1 (50),NP(CSE3011) CAT2 (50),NP(CSE3011) FAT (60),NP(CSE3011) Total (160),NP(CSE3011) Grade,MAD(CSE4002) CAT1 (50),MAD(CSE4002) CAT2 (50),MAD(CSE4002) Lab (40),MAD(CSE4002) Total (200),C(ONL1002) FAT (60),C(ONL1002) Lab (40),C(ONL1002) Grade,AFE(MGT1008) CAT1 (50),AFE(MGT1008) CAT2 (50),AFE(MGT1008) Total (160),AFE(MGT1008) Grade,STAT(MAT1001) ESTAT (70),STAT(MAT1001) ISTAT (30),STAT(MAT1001) FAT (60),STAT(MAT1001) Total (160),STAT(MAT1001) Grade, Sem-VI Total (940),NLP(CSE3015) CAT1 (50),NLP(CSE3015) CAT2 (50),NLP(CSE3015) Total (160),NLP(CSE3015) Grade,IML(CSE3008) CAT1 (50),IML(CSE3008) CAT2 (50),IML(CSE3008) FAT (60),OPTO(PHY2004) CAT1 (50),OPTO(PHY2004) CAT2 (50),OPTO(PHY2004) FAT (60),OPTO(PHY2004) Lab (40),OPTO(PHY2004) Total (200),OPTO(PHY2004) Grade,NANO(PHY2005) FAT (60),NANO(PHY2005) Lab (40),NANO(PHY2005) Grade,FRENCH-I(FRL1001) FAT (60),FRENCH-I(FRL1001) Lab (40),FRENCH-I(FRL1001) Total (100),FRENCH-I(FRL1001) Grade,LA(MAT2005) CAT1 (50),LA(MAT2005) CAT2 (50),LA(MAT2005) Total (100),LA(MAT2005) Grade,EVS(CHY1001) CAT1 (50),EVS(CHY1001) CAT2 (50),EVS(CHY1001) FAT (60),EVS(CHY1001) Total (160),EVS(CHY1001) Grade,NME(MAT2001) CAT1 (50),NME(MAT2001) CAT2 (50),NME(MAT2001) FAT (60),NME(MAT2001) Total (160),NME(MAT2001) Grade,ITC(CSE2013) CAT1 (50),ITC(CSE2013) CAT2 (50),ITC(CSE2013) FAT (60),ITC(CSE2013) Lab (40),ITC(CSE2013) Total (200),ITC(CSE2013) Grade,COA(ECE2002) FAT (60),COA(ECE2002) Lab (40),COA(ECE2002) Grade,SNA(CSE4008)  CAT1 (50),SNA(CSE4008) CAT2 (50),SNA(CSE4008) FAT (60),SNA(CSE4008) Total (160),SNA(CSE4008) Grade,FOM(MGT1003) CAT1 (50),FOM(MGT1003) CAT2 (50)
O71,42,29,24,5,48,27,24,43,24,24,36,127,5,53,29,24,46,152,43,27,24,94,5,23,44,6,54,29,24,6,43,23,20,4,43,29,24,47,143,39,29,24,48,140,35,20,23,78,4,24,43,6,48,29,24,40,141,6,53,26,22,6,46,28,24,46,144,6,23,44,6,41,25,87,4,30,25,21,4,44,29,24,97,5,48,29,24,101,6,54,29,47,154,24,43,6,35,29,88,5,32,29,24,85,4,694,36,29,89,5,50,29,24,43,29,24,48,144,6,23,46,6,23,49,72,6,49,29,78,5,46,29,24,99,5,70,29,24,123,6,68,29,24,49,170,6,24,48,6,70,29,24,123,6,70,29
O28,20,29,24,1,44,29,23,32,18,20,44,114,4,48,22,22,44,136,24,28,24,76,1,23,39,6,31,29,24,4,28,22,20,3,46,26,19,45,136,44,21,24,48,137,18,22,21,61,1,22,43,6,35,29,24,40,128,5,17,26,22,1,41,25,23,37,126,5,24,30,5,26,25,72,1,20,25,21,1,19,29,24,72,1,43,29,24,96,5,27,27,38,114,24,39,6,25,29,78,1,32,28,24,84,4,611,33,26,81,4,35,27,23,40,28,23,44,135,5,22,45,6,24,48,72,6,37,24,61,4,43,26,21,90,5,70,27,23,120,6,70,27,23,47,167,6,23,46,6,68,27,22,117,6,54,27
O100,62,29,24,6,52,28,23,38,28,23,42,131,5,55,29,24,47,155,42,29,23,94,5,23,44,6,59,29,24,6,40,26,24,5,48,29,24,47,148,44,29,24,47,144,33,30,24,87,4,23,40,6,35,29,24,38,126,5,47,27,23,5,31,25,23,42,121,4,23,40,6,43,29,96,5,40,29,24,5,31,26,22,79,4,45,26,22,93,5,41,28,43,135,18,28,4,40,27,89,5,31,26,22,79,4,616,38,28,89,5,37,28,23,41,25,21,42,129,5,23,42,6,24,47,71,6,50,25,75,5,42,25,21,88,5,60,29,24,113,6,56,29,24,48,157,6,24,48,6,61,29,24,114,6,63,29
O55,31,27,24,4,37,25,22,29,21,19,32,101,3,31,22,22,41,116,42,21,24,87,4,23,36,5,31,28,24,4,32,21,22,4,37,17,19,38,111,38,24,22,45,129,26,18,18,64,4,22,43,6,34,29,24,40,127,5,29,29,24,4,31,29,24,42,126,5,23,30,5,36,26,84,4,20,26,22,1,33,29,24,86,4,43,25,21,89,5,40,23,39,121,21,34,5,29,28,80,4,28,29,24,81,4,609,30,26,78,4,43,27,23,29,28,23,45,125,5,21,45,6,24,47,71,6,26,29,57,3,39,26,21,86,4,70,29,24,123,6,70,29,24,48,171,6,24,48,6,70,29,24,123,6,70,29
O59,33,26,24,4,45,28,23,43,22,22,38,125,5,45,25,21,46,137,47,28,24,99,5,23,39,6,30,29,24,4,30,23,22,4,39,26,22,44,131,49,25,23,46,143,53,28,23,104,6,22,40,6,47,28,23,38,136,5,35,29,24,5,31,27,23,35,116,4,24,45,6,29,28,80,4,28,28,23,4,39,29,24,92,5,48,28,23,99,5,58,29,43,154,23,36,6,45,27,94,5,37,28,24,89,5,678,44,26,92,5,34,27,23,40,29,24,44,137,5,22,44,6,23,47,70,6,50,29,79,5,36,28,23,87,4,67,29,24,120,6,70,29,24,47,170,6,24,48,6,70,28,24,122,6,70,29
W130,20,18,19,1,25,26,22,37,25,20,38,120,4,29,24,21,28,102,9,21,17,47,1,21,27,4,34,24,16,3,39,24,22,4,28,23,18,30,99,45,24,20,40,129,20,20,19,59,1,21,32,5,40,21,23,39,123,5,20,20,22,1,37,26,21,41,125,5,22,30,5,37,22,78,4,37,25,20,4,34,23,22,79,4,45,24,22,91,5,56,25,35,138,20,39,6,39,15,70,3,34,21,21,76,4,606,44,25,90,5,50,26,22,42,27,22,36,127,5,22,40,6,23,45,67,6,50,22,72,5,28,24,20,72,3,70,25,21,116,6,70,27,21,34,152,6,23,45,6,70,21,20,111,6,63,26
W38,40,22,22,4,47,26,20,37,27,24,43,131,5,61,25,23,45,154,39,22,20,81,4,23,42,6,44,27,19,5,49,26,24,5,53,21,20,43,137,55,25,23,44,147,39,27,23,89,5,23,48,6,49,24,24,49,146,6,52,28,24,6,47,28,24,43,142,6,22,44,6,46,25,92,5,54,25,22,6,37,26,24,87,4,43,27,24,94,5,53,29,43,149,22,40,6,47,19,86,4,41,28,24,93,5,669,42,26,90,5,49,27,24,45,27,24,45,141,6,22,42,6,24,48,72,6,49,21,70,5,38,25,24,87,4,70,26,22,118,6,70,28,24,47,169,6,21,42,6,67,25,23,115,6,70,28
O25,33,28,22,4,62,23,21,42,24,18,26,110,4,38,22,20,39,119,48,19,23,90,5,22,40,6,33,30,24,4,28,25,21,3,42,16,19,37,114,41,22,19,45,127,26,24,21,73,3,20,40,6,45,27,22,37,131,5,25,26,22,4,34,21,20,36,111,4,20,38,5,31,28,82,4,30,28,23,4,30,26,22,78,4,46,29,24,99,5,37,26,43,127,24,44,6,28,26,75,4,36,28,24,88,5,625,22,26,76,4,34,28,24,45,28,23,46,142,6,20,44,6,23,42,65,6,41,28,69,4,29,26,21,76,4,70,28,24,122,6,70,28,24,48,170,6,23,46,6,70,28,23,121,6,46,28
O93,57,28,23,6,62,28,24,43,28,24,46,141,6,39,27,24,46,136,46,29,24,99,5,23,47,6,46,30,24,6,55,25,23,6,52,28,24,49,153,46,29,24,48,147,48,30,24,102,6,24,46,6,38,29,24,40,131,5,45,29,24,5,40,29,24,45,138,5,24,43,6,38,28,89,5,41,28,23,5,44,29,24,97,5,43,29,24,96,5,43,28,46,140,23,45,6,35,29,88,5,33,27,24,84,4,668,39,29,92,5,47,29,24,53,29,24,48,154,6,24,46,6,24,47,71,6,43,29,72,5,40,29,24,93,5,70,24,24,118,6,67,28,24,48,167,6,24,49,6,70,28,24,122,6,70,24
W2,37,20,24,4,40,28,23,56,29,23,42,150,6,49,27,22,40,138,35,26,23,84,4,23,40,6,40,25,21,4,29,28,23,4,53,27,23,43,146,45,28,24,44,141,54,27,23,104,6,18,43,6,28,27,23,47,125,5,47,28,23,5,34,29,24,44,131,5,24,46,6,46,28,97,5,28,27,22,4,39,28,24,91,5,55,29,24,108,6,48,28,47,147,21,42,6,38,25,84,4,38,26,23,87,4,672,38,25,84,4,39,25,22,50,26,20,38,134,5,22,47,6,23,45,67,6,46,24,70,5,28,29,24,81,4,56,26,23,105,6,70,28,24,44,166,6,22,44,6,67,26,24,117,6,70,28
W53,47,30,25,6,58,28,24,52,29,22,45,148,6,34,28,24,45,131,52,28,24,104,6,23,45,6,61,29,24,6,53,27,24,6,55,27,22,43,147,38,27,23,42,130,48,28,23,99,5,21,41,6,45,27,23,47,142,6,45,26,23,5,52,29,24,46,151,6,24,43,6,49,28,100,6,34,29,24,4,51,28,24,103,6,51,27,23,101,6,47,25,45,140,21,42,6,40,22,81,4,54,29,24,107,6,689,43,21,82,4,47,28,24,56,27,23,45,151,6,23,45,6,24,49,67,6,42,26,68,4,37,29,24,90,5,63,27,23,113,6,70,29,24,48,171,6,22,46,6,70,27,24,121,6,68,24
O17,23,24,23,4,35,25,22,28,25,21,44,118,4,46,22,22,40,130,41,23,24,88,5,22,40,6,28,28,24,4,28,21,16,4,39,22,16,40,117,44,19,20,42,125,39,18,19,76,4,23,43,6,46,29,24,33,132,5,24,28,23,1,28,29,24,39,120,4,22,38,6,41,28,92,5,20,28,23,1,28,29,24,81,4,48,26,22,96,5,28,27,46,123,22,40,6,35,29,88,5,28,29,24,81,4,627,21,29,81,4,32,27,23,36,25,21,46,128,5,23,46,6,24,46,70,6,37,28,65,4,39,27,22,88,5,70,28,23,121,6,70,28,23,47,168,6,20,42,6,70,28,23,121,6,65,28
W131,69,30,25,6,48,27,24,48,29,24,40,141,6,58,29,24,45,156,48,29,24,101,6,24,46,6,56,29,25,6,54,29,24,6,45,28,23,45,141,54,27,23,48,152,44,28,23,95,5,24,42,6,42,29,23,49,143,6,55,25,24,6,54,29,24,38,145,6,22,45,6,54,29,107,6,49,29,24,6,51,28,24,103,6,51,27,23,101,6,47,23,47,140,24,48,6,36,28,88,5,44,29,24,97,5,700,42,28,94,5,44,26,24,46,24,24,45,139,5,24,46,6,19,44,71,6,48,19,67,4,50,29,24,103,6,70,28,24,122,6,70,29,24,45,168,6,22,45,6,68,28,24,120,6,70,25
O19,14,28,19,1,34,23,21,28,19,18,34,99,3,31,18,21,41,111,36,24,23,83,4,23,48,6,21,23,23,1,30,23,21,3,41,18,19,40,118,37,19,20,45,121,26,14,21,61,1,22,39,6,45,29,24,40,138,5,30,28,23,4,26,25,22,36,109,1,24,41,6,18,25,64,1,31,25,21,4,31,29,24,84,4,41,26,22,89,5,40,28,45,136,22,44,6,30,27,79,4,34,29,24,87,4,633,29,29,82,4,36,28,24,38,28,23,46,135,5,22,44,6,24,44,68,6,31,29,60,4,46,26,21,93,5,70,29,24,123,6,70,29,24,47,170,6,24,46,6,58,29,24,111,6,54,29
W104,19,24,24,1,47,24,23,51,26,24,40,141,6,43,26,21,40,130,43,26,24,93,5,24,45,6,40,29,24,5,17,28,24,1,48,26,22,43,139,44,26,23,40,133,48,28,23,99,5,23,42,6,40,28,24,48,140,6,43,27,24,5,35,29,24,40,128,5,24,47,6,43,25,89,5,33,28,22,4,43,28,24,95,5,RR,28,23,RR,1,43,28,48,143,22,43,6,31,26,78,4,44,28,24,96,5,571,34,29,84,4,42,26,23,50,28,23,47,148,6,22,46,6,24,47,70,6,40,17,57,3,33,28,24,85,4,70,29,24,123,6,65,28,24,41,158,6,21,44,6,63,27,24,114,6,70,28
W100,36,22,22,4,40,25,21,38,25,20,40,123,5,41,26,20,33,120,36,20,19,75,4,22,39,6,36,23,18,4,33,27,23,4,41,23,20,36,120,43,25,21,36,125,28,25,18,71,3,21,44,6,40,26,24,48,138,5,32,24,23,4,31,28,21,42,122,4,21,40,6,29,23,73,3,39,27,20,4,39,23,22,84,4,44,26,23,93,5,42,27,41,133,22,40,6,31,20,68,4,37,21,20,78,4,614,50,24,94,5,52,25,22,43,28,24,36,131,5,19,42,6,22,42,67,6,38,24,62,4,54,27,23,104,6,70,26,22,118,6,70,26,24,48,168,6,22,40,6,61,24,22,107,6,58,24
W117,48,27,25,6,56,26,23,53,29,23,42,147,6,53,28,23,42,146,47,28,24,99,5,23,39,6,43,29,24,5,35,25,21,4,50,29,24,46,149,53,27,23,47,150,48,27,22,97,5,21,41,6,46,28,23,49,146,6,44,27,24,5,50,27,22,44,143,6,23,46,6,43,29,96,5,45,29,24,5,33,28,24,85,4,47,27,22,96,5,57,26,47,153,24,48,6,38,26,86,4,41,29,24,94,5,682,44,26,91,5,41,26,23,55,26,24,45,150,6,21,48,6,24,47,71,6,48,17,65,4,38,27,22,87,4,70,28,23,121,6,70,28,24,40,162,6,20,45,6,70,26,24,120,6,70,28
W88,39,22,24,4,45,25,23,42,24,24,45,135,5,42,27,23,43,135,41,27,24,92,5,24,40,6,40,29,24,5,28,28,24,4,42,29,24,48,143,42,26,22,45,135,37,27,24,88,5,22,40,6,41,28,24,49,142,6,48,27,24,5,45,29,24,38,136,5,22,43,6,44,29,97,5,36,28,24,5,58,28,24,110,6,57,28,23,108,6,38,26,46,132,23,47,6,41,26,91,5,42,28,24,94,5,700,31,26,78,4,43,28,24,49,27,24,47,147,6,22,46,6,23,45,68,6,41,24,65,4,41,29,24,94,5,70,28,24,122,6,70,28,24,42,164,6,20,43,6,65,26,24,115,6,70,29
O70,45,29,24,5,43,29,23,56,30,24,46,156,6,47,27,22,47,143,60,17,22,99,5,23,48,6,41,30,24,5,54,25,22,6,58,28,23,49,158,55,29,24,48,156,48,30,24,102,6,24,46,6,56,28,23,48,155,6,41,29,24,5,45,29,24,46,144,6,24,48,6,47,28,98,5,53,28,23,6,42,29,24,95,5,41,28,23,92,5,52,25,45,143,23,45,6,55,29,108,6,44,26,24,94,5,702,51,29,104,6,60,29,24,56,29,24,49,158,6,24,47,6,24,46,70,6,61,29,90,6,48,29,24,101,6,70,29,25,124,6,70,29,25,49,173,6,24,49,6,70,28,25,123,6,70,29
W75,38,24,21,4,48,24,16,53,25,20,25,123,5,39,27,24,39,129,46,20,18,84,4,22,42,6,46,22,21,5,43,29,24,5,55,25,21,24,125,51,26,21,40,138,47,28,23,98,5,23,45,6,50,24,24,48,146,6,46,28,22,5,49,26,24,46,145,6,21,44,6,41,23,85,4,41,26,23,5,51,28,23,102,6,57,29,24,110,6,49,24,42,136,22,40,6,57,19,99,5,48,26,22,96,5,694,46,25,92,5,58,26,23,52,29,23,42,146,6,20,39,5,24,47,71,6,54,23,77,5,34,26,22,82,4,70,26,22,118,6,70,25,22,42,159,6,22,45,6,67,27,23,117,6,70,28
O82,43,30,24,5,37,27,23,40,26,22,46,134,5,52,23,22,45,142,44,25,24,93,5,22,44,6,33,30,24,4,38,21,21,4,45,24,22,37,128,46,23,23,40,132,39,28,23,90,5,24,39,6,50,29,24,39,142,6,41,25,21,4,39,29,22,37,127,5,20,40,6,46,28,97,5,53,28,23,6,42,29,24,95,5,50,26,22,98,5,54,24,38,134,22,41,6,33,28,84,4,43,26,24,93,5,662,29,28,80,4,46,27,23,48,29,24,48,149,6,24,45,6,24,40,64,6,55,29,84,6,45,29,24,98,5,70,28,23,121,6,58,28,23,48,157,6,23,46,6,56,28,23,107,6,70,28
O78,36,30,24,5,38,25,22,37,25,19,40,121,4,48,22,22,42,134,33,17,22,72,3,21,41,6,35,30,24,5,36,23,20,4,41,24,19,40,124,32,17,20,45,114,28,25,23,76,4,23,38,6,50,29,24,40,143,6,24,26,22,4,30,29,24,37,120,4,21,37,6,34,28,85,4,41,28,23,5,38,29,24,91,5,52,29,24,105,6,46,27,42,137,24,40,6,30,28,81,4,31,28,24,83,4,660,28,29,81,4,46,28,23,36,28,23,46,133,5,22,44,6,24,47,71,6,28,29,57,3,28,28,23,79,4,70,29,24,123,6,70,29,24,48,171,6,24,48,6,70,28,23,121,6,70,29
W122,34,24,24,4,40,27,24,30,26,23,40,119,4,38,25,24,38,125,38,28,23,89,5,20,40,6,53,25,21,5,32,29,24,4,41,22,19,22,104,43,28,23,47,141,31,26,23,80,4,22,40,6,41,22,24,46,133,5,30,28,24,4,29,25,24,40,118,4,21,43,6,33,25,78,4,36,22,22,4,38,24,23,85,4,41,27,24,92,5,46,27,42,138,22,43,6,29,15,61,2,28,25,22,75,4,609,37,26,85,4,44,25,23,44,27,21,36,128,5,20,40,6,21,44,60,6,39,21,60,4,45,26,23,94,5,70,26,22,118,6,70,28,24,42,164,6,22,44,6,70,25,23,118,6,70,21
O107,12,16,23,1,48,24,22,32,24,19,25,100,3,54,22,22,43,141,32,22,23,77,4,23,36,5,25,24,22,3,35,22,18,4,44,19,16,39,118,30,21,22,38,111,31,20,20,71,3,22,43,6,40,28,23,32,123,5,38,29,24,5,18,25,23,38,104,1,20,36,5,46,28,97,5,31,28,23,4,32,29,24,85,4,43,29,24,96,5,37,27,39,125,24,39,6,29,27,78,4,29,27,24,80,4,618,36,26,84,4,47,27,23,43,26,22,46,137,5,21,45,6,22,48,70,6,43,29,72,5,37,26,21,84,4,60,29,23,112,6,70,29,23,47,169,6,24,46,6,68,28,23,119,6,40,29
W21,47,23,23,5,31,23,18,31,25,21,38,115,4,28,26,22,47,123,40,21,17,78,4,22,34,5,34,23,20,4,37,28,23,5,38,21,21,25,105,40,22,19,37,118,28,27,23,78,4,23,42,6,49,24,23,43,139,5,33,22,23,4,35,27,24,43,129,5,22,40,6,42,24,86,4,34,25,20,4,44,23,23,90,5,33,23,21,77,4,37,24,41,122,21,40,6,35,14,65,4,29,25,21,75,4,581,38,24,82,4,39,24,22,44,24,20,38,126,5,22,38,6,24,47,61,6,42,22,64,4,31,24,20,75,4,70,26,22,118,6,70,20,21,33,144,6,22,43,6,70,23,21,114,6,70,29
O56,31,28,23,4,47,27,23,40,23,19,46,128,5,49,29,24,45,147,39,27,24,90,5,24,38,6,33,28,24,4,29,25,22,4,46,28,23,43,140,39,24,20,40,123,42,21,19,82,4,20,35,5,46,29,24,40,139,5,38,26,22,4,38,27,24,42,131,5,22,43,6,44,29,97,5,32,29,24,4,33,29,24,86,4,54,29,24,107,6,46,28,43,140,23,46,6,33,28,84,4,42,29,24,95,5,689,37,29,90,5,44,29,24,48,26,22,47,143,6,23,44,6,24,47,71,6,48,26,74,5,41,29,24,94,5,70,29,24,123,6,70,29,24,49,172,6,24,47,6,70,29,24,123,6,70,29
W72,20,19,22,1,37,17,16,36,20,21,35,112,4,40,26,22,40,128,28,26,23,77,4,20,25,4,29,23,21,3,28,20,20,4,35,22,19,36,112,28,22,20,32,102,19,29,23,71,1,17,22,4,34,24,20,36,114,4,14,25,22,1,28,22,20,30,100,3,22,35,5,29,24,74,3,38,26,23,4,25,24,20,69,1,35,27,22,84,4,31,21,34,105,22,43,6,20,24,65,1,30,24,22,76,4,548,31,24,74,3,39,26,22,32,21,24,38,115,4,19,37,5,24,46,64,6,39,16,55,3,42,22,21,85,4,70,28,22,120,6,70,28,24,44,166,6,20,40,5,63,23,22,108,6,70,24
W107,37,21,21,4,41,18,18,40,25,23,40,128,5,38,27,22,35,122,39,26,24,89,5,22,38,6,32,26,22,4,41,27,24,5,36,26,22,42,126,44,27,23,45,139,29,28,24,81,4,20,41,6,35,28,23,47,133,5,29,27,22,4,29,28,24,42,123,5,23,46,6,37,20,73,3,25,28,24,4,28,25,23,76,4,31,27,22,80,4,39,28,45,135,21,43,6,17,25,64,1,34,26,24,84,4,594,37,25,81,4,38,26,24,39,25,24,40,128,5,23,45,6,21,42,71,6,35,26,61,4,30,28,23,81,4,70,28,24,122,6,70,27,23,42,162,6,22,45,6,70,25,23,118,6,70,24
W15,37,25,15,4,39,23,20,30,23,20,44,117,4,37,23,17,40,117,43,21,19,83,4,21,39,6,40,23,15,4,28,22,20,3,30,20,18,25,93,41,24,22,40,127,44,22,20,86,4,20,35,5,38,25,19,43,125,5,34,24,23,4,31,26,20,40,117,4,22,38,6,35,26,83,4,37,23,20,4,37,24,15,76,4,28,22,20,70,3,31,22,37,110,22,42,6,46,16,77,4,35,20,18,73,3,559,37,18,70,3,46,22,20,43,26,19,33,121,4,15,28,3,22,42,69,6,48,15,63,4,48,25,20,93,5,70,24,20,114,6,70,21,20,39,150,6,22,42,6,70,22,20,112,6,70,25
W93,28,19,22,3,38,25,21,42,25,20,40,127,5,44,27,24,37,132,39,24,22,85,4,21,40,6,39,23,25,4,48,27,24,5,50,28,23,24,125,44,26,23,40,133,49,27,23,99,5,20,42,6,44,23,24,47,138,5,41,27,24,5,42,28,24,41,135,5,21,42,6,32,25,78,4,36,23,21,4,45,26,24,95,5,39,25,22,86,4,59,25,41,146,22,44,6,41,25,88,5,34,25,23,82,4,657,43,23,88,5,53,25,22,46,26,24,40,136,5,22,40,6,24,47,63,6,46,24,70,5,32,26,22,80,4,70,28,23,121,6,70,25,24,46,165,6,22,43,6,67,25,22,114,6,68,28
O47,23,29,23,4,31,23,21,35,18,18,26,97,3,32,25,22,30,109,43,20,20,83,4,22,35,5,28,23,19,3,25,14,13,3,38,25,21,35,119,30,18,15,38,101,33,13,15,61,2,21,34,5,35,28,23,33,119,4,29,23,20,3,30,23,18,34,105,4,20,32,5,37,29,90,5,28,29,24,4,28,26,22,76,4,40,26,22,88,5,32,23,35,109,24,30,5,36,28,87,4,34,26,22,82,4,595,38,26,86,4,54,27,23,46,25,21,44,136,5,20,43,6,22,45,67,6,35,25,60,4,37,26,22,85,4,70,28,23,121,6,67,28,23,48,166,6,21,42,6,70,28,23,121,6,54,28
W103,45,29,23,5,39,19,18,37,24,20,38,119,4,33,26,21,34,114,37,21,19,77,4,20,36,5,48,28,22,5,29,27,24,4,45,23,19,38,125,42,22,20,44,128,46,29,21,96,5,20,35,5,39,26,21,28,114,4,30,25,21,4,$25+3,22,20,36,$103+3,4,23,44,6,29,25,75,4,28,28,23,4,39,24,20,83,4,54,28,23,105,6,44,24,38,128,20,40,6,34,24,79,4,41,24,22,87,4,630,44,23,84,4,53,26,23,47,23,23,42,135,5,22,41,6,22,42,66,6,34,24,58,3,42,27,21,90,5,70,27,22,119,6,70,25,22,40,157,6,21,43,6,70,24,22,116,6,70,24
W25,37,26,25,5,41,21,21,33,21,22,37,113,4,19,28,23,34,104,34,21,19,74,3,22,44,6,30,23,23,4,28,18,20,4,29,23,20,38,110,35,24,22,34,115,26,28,24,80,4,19,32,4,34,27,22,38,121,4,28,25,22,4,22,26,22,40,110,1,22,45,6,20,23,63,1,21,27,23,1,25,23,23,74,3,31,26,21,78,4,36,25,41,124,20,40,6,29,24,73,3,28,21,20,69,3,559,37,25,81,4,36,24,22,40,22,22,39,123,5,19,40,5,23,47,72,6,28,25,53,4,31,21,22,74,3,70,27,23,120,6,70,27,23,42,162,6,21,42,6,70,23,23,116,6,70,24
W7,47,23,20,5,48,25,22,38,23,19,34,114,4,33,28,21,33,115,41,20,16,77,4,24,48,6,34,23,16,3,28,25,20,3,29,23,19,25,96,48,26,23,45,142,30,21,20,71,3,22,46,6,42,22,21,42,127,5,22,24,22,3,30,27,23,40,120,4,22,42,6,33,24,76,4,40,24,22,4,28,24,20,72,3,29,23,22,74,3,28,25,43,117,22,43,6,36,12,63,4,25,23,22,73,3,553,16,26,64,1,28,22,22,32,26,24,38,120,4,23,45,6,24,45,72,6,35,15,50,4,10,25,20,55,1,54,25,21,100,6,70,25,23,47,165,6,23,46,6,68,21,19,108,6,70,27
W94,30,18,22,3,33,26,19,37,25,22,41,125,5,30,25,24,39,118,29,21,19,69,3,23,37,6,47,21,21,5,29,29,22,4,33,28,23,36,120,48,26,23,43,140,34,26,21,81,4,21,34,5,36,23,24,42,125,5,31,27,23,4,33,24,24,42,123,5,21,43,6,39,23,82,4,37,23,20,4,25,23,24,75,4,45,28,23,96,5,36,25,42,124,21,40,6,34,15,66,4,28,25,21,74,3,586,36,25,82,4,48,24,22,49,25,22,40,136,5,22,42,6,19,33,68,6,38,22,60,4,33,25,21,79,4,70,25,21,116,6,70,21,21,39,151,6,22,42,6,70,25,23,118,6,70,28
W110,28,19,22,3,39,19,20,39,19,19,36,113,4,47,27,22,39,135,36,23,21,80,4,19,30,4,38,25,21,4,32,25,21,4,44,26,22,41,133,50,23,22,30,125,37,29,22,88,5,18,30,4,28,23,22,40,113,4,32,25,21,4,28,26,21,36,111,4,21,40,6,35,21,75,4,50,27,23,6,35,24,21,80,4,35,28,23,86,4,31,25,42,120,22,42,6,40,24,84,4,33,26,23,82,4,603,48,24,91,5,40,25,22,36,22,21,39,118,4,21,39,6,23,47,66,6,39,22,61,4,28,27,22,77,4,70,27,23,120,6,70,28,24,42,164,6,22,42,6,68,24,21,113,6,70,25
